"","X.miRNA","read_count","precursor","total","XmiRNA1","XmiRNA2","XmiRNA3","XmiRNA4","XmiRNA5","XmiRNA6","XmiRNA7","XmiRNA8","XmiRNA9","XmiRNA10","XmiRNA11","XmiRNA12","XmiRNA13","XmiRNA14","XmiRNA15","XmiRNA16","XmiRNA17","XmiRNA18","XmiRNA19","XmiRNA20","XmiRNA21","XmiRNA22","XmiRNA23","XmiRNA24","XmiRNA25","XmiRNA26","XmiRNA27","XmiRNA28","XmiRNA29","XmiRNA30","XmiRNA31","XmiRNA32","XmiRNA33","XmiRNA34","XmiRNA35","XmiRNA36","XmiRNA37","XmiRNA38","XmiRNA39","XmiRNA40","XmiRNA41","XmiRNA42","XmiRNA43","XmiRNA44","XmiRNA45","XmiRNA46","X10miRNA1.norm.","XmiRNA2.norm.","XmiRNA3.norm.","XmiRNA4.norm.","XmiRNA5.norm.","XmiRNA6.norm.","XmiRNA7.norm.","XmiRNA8.norm.","XmiRNA9.norm.","XmiRNA10.norm.","XmiRNA11.norm.","XmiRNA12.norm.","XmiRNA13.norm.","XmiRNA14.norm.","XmiRNA15.norm.","XmiRNA16.norm.","XmiRNA17.norm.","XmiRNA18.norm.","XmiRNA19.norm.","XmiRNA20.norm.","XmiRNA21.norm.","XmiRNA22.norm.","XmiRNA23.norm.","XmiRNA24.norm.","XmiRNA25.norm.","XmiRNA26.norm.","XmiRNA27.norm.","XmiRNA28.norm.","XmiRNA29.norm.","XmiRNA30.norm.","XmiRNA31.norm.","XmiRNA32.norm.","XmiRNA33.norm.","XmiRNA34.norm.","XmiRNA35.norm.","XmiRNA36.norm.","XmiRNA37.norm.","XmiRNA38.norm.","XmiRNA39.norm.","XmiRNA40.norm.","XmiRNA41.norm.","XmiRNA42.norm.","XmiRNA43.norm.","XmiRNA44.norm.","XmiRNA45.norm.","XmiRNA46.norm."
"886","hsa-miR-4679",0,"hsa-mir-4679-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","hsa-miR-4679",0,"hsa-mir-4679-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888","hsa-miR-4680-5p",0,"hsa-mir-4680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889","hsa-miR-4681",0,"hsa-mir-4681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","hsa-miR-4682",0,"hsa-mir-4682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","hsa-miR-4684-5p",0,"hsa-mir-4684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","hsa-miR-4685-5p",1,"hsa-mir-4685",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0
"893","hsa-miR-4686",8,"hsa-mir-4686",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","hsa-miR-4687-5p",157,"hsa-mir-4687",157,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,8,1,0,0,0,0,45,0,0,1,0,0,0,0,0,24,7,0,0,0,0,0,14,0,0,0,0,0,0,23,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,0,4.05,1.46,0.12,0,0,0,0,4.85,0,0,0.19,0,0,0,0,0,5.64,0.59,0,0,0,0,0,2.23,0,0,0,0,0,0,6.53,0
"895","hsa-miR-4689",17,"hsa-mir-4689",17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0
"896","hsa-miR-4690-5p",0,"hsa-mir-4690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","hsa-miR-4690-3p",52,"hsa-mir-4690",52,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,1.99,0,0,0,0,0
"898","hsa-miR-4691-5p",0,"hsa-mir-4691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899","hsa-miR-4692",0,"hsa-mir-4692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","hsa-miR-4693-5p",0,"hsa-mir-4693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","hsa-miR-4694-5p",0,"hsa-mir-4694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","hsa-miR-4695-5p",51,"hsa-mir-4695",51,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903","hsa-miR-4696",44,"hsa-mir-4696",44,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","hsa-miR-4697-5p",305,"hsa-mir-4697",305,0,17,0,0,0,24,0,80,0,17,0,2,0,0,33,33,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,32,0,0,34,0,0,0,0,0,22,0,7.13,0,0,0,8.83,0,9.98,0,5.52,0,0.6,0,0,6.68,6.04,0,0,0,0,0,0,0,0,0,2.83,0.96,0,0,0,0,0,0,0,0,0,7.29,0,0,11.32,0,0,0,0,0,3.96
"905","hsa-miR-4699-5p",0,"hsa-mir-4699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","hsa-miR-4700-5p",72,"hsa-mir-4700",72,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.01,0,0,0,0,0,0,0,0,4.32,0,0,0,0
"907","hsa-miR-4701-5p",813,"hsa-mir-4701",813,10,0,1,11,34,0,24,70,19,13,0,65,30,0,0,25,31,17,28,0,78,67,23,2,12,21,3,12,0,11,39,20,1,0,1,22,26,12,0,82,3,0,0,0,0,0,2.49,0,0.43,6.96,9.87,0,17.09,8.73,4.3,4.22,0,19.45,3.94,0,0,4.58,3.7,4.56,4.28,0,16.85,7.22,9.56,1.68,2.3,6.59,1.44,3.17,0,19.07,9.17,1.69,0.68,0,0.27,17.18,5.92,1.92,0,27.31,0.46,0,0,0,0,0
"908","hsa-miR-4701-3p",51,"hsa-mir-4701",51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"909","hsa-miR-4703-5p",0,"hsa-mir-4703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","hsa-miR-4704-5p",0,"hsa-mir-4704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911","hsa-miR-4705",4,"hsa-mir-4705",4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"912","hsa-miR-4706",0,"hsa-mir-4706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"913","hsa-miR-4707-5p",56,"hsa-mir-4707",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0
"914","hsa-miR-4708-5p",15,"hsa-mir-4708",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915","hsa-miR-4709-5p",0,"hsa-mir-4709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916","hsa-miR-4710",498,"hsa-mir-4710",498,0,17,0,71,0,0,0,0,0,0,0,0,7,0,0,23,0,0,0,138,0,21,13,38,0,0,17,1,0,0,59,13,17,0,0,0,3,0,0,6,0,17,0,0,0,37,0,7.13,0,44.9,0,0,0,0,0,0,0,0,0.92,0,0,4.21,0,0,0,89.11,0,2.26,5.4,32.01,0,0,8.14,0.26,0,0,13.87,1.1,11.48,0,0,0,0.68,0,0,2,0,4.9,0,0,0,6.66
"917","hsa-miR-4711-5p",0,"hsa-mir-4711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918","hsa-miR-4712-5p",0,"hsa-mir-4712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919","hsa-miR-4713-5p",79,"hsa-mir-4713",79,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,24,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,4.39,0,8.04,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.33,0,0,8.8,0,0,0
"920","hsa-miR-4714-5p",0,"hsa-mir-4714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"921","hsa-miR-4715-5p",0,"hsa-mir-4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","hsa-miR-4716-5p",6,"hsa-mir-4716",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0
"923","hsa-miR-4717-5p",44,"hsa-mir-4717",44,0,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924","hsa-miR-4718",0,"hsa-mir-4718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925","hsa-miR-4720-5p",0,"hsa-mir-4720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","hsa-miR-4722-5p",63,"hsa-mir-4722",63,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,3.43,3.33,0,0,0,0,0,0
"927","hsa-miR-4722-3p",0,"hsa-mir-4722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","hsa-miR-4723-5p",203,"hsa-mir-4723",203,0,0,0,9,7,11,0,11,0,0,0,39,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,8,8,25,0,0,16,0,0,0,0,0,5.69,2.03,4.05,0,1.37,0,0,0,11.67,0,0,0,0,0,0,0,0,2.38,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27,5.24,0,1.96,2.66,3.83,0,0,15.25,0,0
"929","hsa-miR-4724-5p",300,"hsa-mir-4724",300,0,41,0,0,19,0,0,29,0,12,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,16,1,13,23,0,0,0,38,0,0,0,10,7,16,6,13,38,0,0,0,0,0,17.19,0,0,5.52,0,0,3.62,0,3.9,0,0,1.45,0,0,0,0,0,0,0,0,0,2.91,0,0,5.02,0.48,3.44,8.48,0,0,0,25.66,0,0,0,2.28,1.12,3.92,2,1.99,10.95,0,0,0,0
"930","hsa-miR-4725-5p",11,"hsa-mir-4725",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
"931","hsa-miR-4726-5p",50,"hsa-mir-4726",50,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,2.33,0,2.59,0,0,0,0
"932","hsa-miR-4726-3p",12,"hsa-mir-4726",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0
"933","hsa-miR-4727-5p",46,"hsa-mir-4727",46,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0
"934","hsa-miR-4727-3p",13,"hsa-mir-4727",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0
"935","hsa-miR-4728-5p",0,"hsa-mir-4728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936","hsa-miR-4729",6,"hsa-mir-4729",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0
"937","hsa-miR-4730",0,"hsa-mir-4730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938","hsa-miR-4731-5p",133,"hsa-mir-4731",133,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,9,9,0,7,0,0,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,5.06,0,0,0,0,0,0,0,0,0,0,0,2.56,1.79,0,0,0,0,0,0,7.58,1.73,0,3.35,0,0,0,0,1.35,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0
"939","hsa-miR-4732-5p",6034,"hsa-mir-4732",6034,67,27,51,143,57,227,0,207,290,15,0,17,145,54,191,181,533,30,44,132,146,243,65,94,185,17,32,92,0,12,70,1365,73,2,237,83,70,208,21,39,184,98,14,9,105,159,16.7,11.32,21.85,90.43,16.55,83.5,0,25.83,65.57,4.87,0,5.09,19.05,52.47,38.69,33.14,63.58,8.04,6.72,85.24,31.54,26.18,27.01,79.18,35.5,5.34,15.33,24.32,0,20.8,16.45,115.3,49.3,0.76,64.46,64.8,15.94,33.2,5.15,12.99,28.22,28.24,41.06,8.58,29.79,28.63
"940","hsa-miR-4733-5p",0,"hsa-mir-4733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","hsa-miR-4735-5p",0,"hsa-mir-4735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","hsa-miR-4736",0,"hsa-mir-4736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943","hsa-miR-4737",16,"hsa-mir-4737",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","hsa-miR-4738-5p",0,"hsa-mir-4738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
